Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
1952000,000000E0,false,Rx,0,8,00,00,00,0C,06,00,00,8A,
1956793,0000002C,false,Rx,0,8,1E,00,2F,52,60,48,00,80,
1962003,000000E0,false,Rx,0,8,00,00,00,0C,07,00,00,97,
1966785,0000002C,false,Rx,0,8,1E,00,2F,52,70,D5,00,80,
1972005,000000E0,false,Rx,0,8,00,00,00,0C,08,00,00,2C,
1976789,0000002C,false,Rx,0,8,1E,00,2F,52,80,BD,00,80,
1981998,000000E0,false,Rx,0,8,00,00,00,0C,09,00,00,31,
1986791,0000002C,false,Rx,0,8,1E,00,2F,52,90,20,00,80,
1992000,000000E0,false,Rx,0,8,00,00,00,0C,0A,00,00,16,
1996783,0000002C,false,Rx,0,8,1E,00,2F,52,A0,9A,00,80,
2002005,000000E0,false,Rx,0,8,00,00,00,0C,0B,00,00,0B,
2006785,0000002C,false,Rx,0,8,1E,00,2F,52,B0,07,00,80,
2011996,000000E0,false,Rx,0,8,00,00,00,0C,0C,00,00,58,
2016778,0000002C,false,Rx,0,8,1E,00,2F,52,C0,F3,00,80,
2021992,000000E0,false,Rx,0,8,00,00,00,0C,0D,00,00,45,
2026783,0000002C,false,Rx,0,8,1E,00,2F,52,D0,6E,00,80,
2031995,000000E0,false,Rx,0,8,00,00,00,0C,0E,00,00,62,
2036775,0000002C,false,Rx,0,8,1E,00,2F,52,E0,D4,00,80,
2041996,000000E0,false,Rx,0,8,00,00,00,0C,0F,00,00,7F,
2046778,0000002C,false,Rx,0,8,1E,00,2F,52,F0,49,00,80,
2051990,000000E0,false,Rx,0,8,00,00,00,0C,00,00,00,C4,
2056780,0000002C,false,Rx,0,8,1E,00,2F,52,00,21,00,80,
2061991,000000E0,false,Rx,0,8,00,00,00,0C,01,00,00,D9,
2066774,0000002C,false,Rx,0,8,1E,00,2F,52,10,BC,00,80,
2071985,000000E0,false,Rx,0,8,00,00,00,0C,02,00,00,FE,
2076776,0000002C,false,Rx,0,8,1E,00,2F,52,20,06,00,80,
2081987,000000E0,false,Rx,0,8,00,00,00,0C,03,00,00,E3,
2086769,0000002C,false,Rx,0,8,1E,00,2F,52,30,9B,00,80,
2091991,000000E0,false,Rx,0,8,00,00,00,0C,04,00,00,B0,
2096781,0000002C,false,Rx,0,8,1E,00,2F,52,40,6F,00,80,
2101983,000000E0,false,Rx,0,8,00,00,00,0C,05,00,00,AD,
2106764,0000002C,false,Rx,0,8,1E,00,2F,52,50,F2,00,80,
2111976,000000E0,false,Rx,0,8,00,00,00,0C,06,00,00,8A,
2116766,0000002C,false,Rx,0,8,1E,00,2F,52,60,48,00,80,
2121977,000000E0,false,Rx,0,8,00,00,00,0C,07,00,00,97,
2126759,0000002C,false,Rx,0,8,1E,00,2F,52,70,D5,00,80,
2131980,000000E0,false,Rx,0,8,00,00,00,0C,08,00,00,2C,
2136761,0000002C,false,Rx,0,8,1E,00,2F,52,80,BD,00,80,
2141972,000000E0,false,Rx,0,8,00,00,00,0C,09,00,00,31,
2146763,0000002C,false,Rx,0,8,1E,00,2F,52,90,20,00,80,
2151975,000000E0,false,Rx,0,8,00,00,00,0C,0A,00,00,16,
2156757,0000002C,false,Rx,0,8,1E,00,2F,52,A0,9A,00,80,
2161970,000000E0,false,Rx,0,8,00,00,00,0C,0B,00,00,0B,
2166761,0000002C,false,Rx,0,8,1E,00,2F,52,B0,07,00,80,
2171972,000000E0,false,Rx,0,8,00,00,00,0C,0C,00,00,58,
2176753,0000002C,false,Rx,0,8,1E,00,2F,52,C0,F3,00,80,
2181965,000000E0,false,Rx,0,8,00,00,00,0C,0D,00,00,45,
2186756,0000002C,false,Rx,0,8,1E,00,2F,52,D0,6E,00,80,
2191967,000000E0,false,Rx,0,8,00,00,00,0C,0E,00,00,62,
2196758,0000002C,false,Rx,0,8,1E,00,2F,52,E0,D4,00,80,
2201970,000000E0,false,Rx,0,8,00,00,00,0C,0F,00,00,7F,
2206760,0000002C,false,Rx,0,8,1E,00,2F,52,F0,49,00,80,
2211972,000000E0,false,Rx,0,8,00,00,00,0C,00,00,00,C4,
2216762,0000002C,false,Rx,0,8,1E,00,2F,52,00,21,00,80,
2221964,000000E0,false,Rx,0,8,00,00,00,0C,01,00,00,D9,
2226756,0000002C,false,Rx,0,8,1E,00,2F,52,10,BC,00,80,
2231967,000000E0,false,Rx,0,8,00,00,00,0C,02,00,00,FE,
2236758,0000002C,false,Rx,0,8,1E,00,2F,52,20,06,00,80,
2241960,000000E0,false,Rx,0,8,00,00,00,0C,03,00,00,E3,
2246751,0000002C,false,Rx,0,8,1E,00,2F,52,30,9B,00,80,
2251962,000000E0,false,Rx,0,8,00,00,00,0C,04,00,00,B0,
2256753,0000002C,false,Rx,0,8,1E,00,2F,52,40,6F,00,80,
2261954,000000E0,false,Rx,0,8,00,00,00,0C,05,00,00,AD,
2266734,0000002C,false,Rx,0,8,1E,00,2F,52,50,F2,00,80,
2271959,000000E0,false,Rx,0,8,00,00,00,0C,06,00,00,8A,
2276741,0000002C,false,Rx,0,8,1E,00,2F,52,60,48,00,80,
2281962,000000E0,false,Rx,0,8,00,00,00,0C,07,00,00,97,
2286743,0000002C,false,Rx,0,8,1E,00,2F,52,70,D5,00,80,
2291965,000000E0,false,Rx,0,8,00,00,00,0C,08,00,00,2C,
2296748,0000002C,false,Rx,0,8,1E,00,2F,52,80,BD,00,80,
2301970,000000E0,false,Rx,0,8,00,00,00,0C,09,00,00,31,
2306753,0000002C,false,Rx,0,8,1E,00,2F,52,90,20,00,80,
2311965,000000E0,false,Rx,0,8,00,00,00,0C,0A,00,00,16,
2316748,0000002C,false,Rx,0,8,1E,00,2F,52,A0,9A,00,80,
2321960,000000E0,false,Rx,0,8,00,00,00,0C,0B,00,00,0B,
2326751,0000002C,false,Rx,0,8,1E,00,2F,52,B0,07,00,80,
2331962,000000E0,false,Rx,0,8,00,00,00,08,0C,00,00,C5,
2336743,0000002C,false,Rx,0,8,1E,00,2F,52,C0,F3,00,80,
2341955,000000E0,false,Rx,0,8,00,00,00,08,0D,00,00,D8,
2346745,0000002C,false,Rx,0,8,1E,00,2F,52,D0,6E,00,80,
2351956,000000E0,false,Rx,0,8,00,00,00,08,0E,00,00,FF,
2356748,0000002C,false,Rx,0,8,1E,00,2F,52,E0,D4,00,80,
2361959,000000E0,false,Rx,0,8,00,00,00,08,0F,00,00,E2,
2366740,0000002C,false,Rx,0,8,1E,00,2F,52,F0,49,00,80,
2371951,000000E0,false,Rx,0,8,00,00,00,08,00,00,00,59,
2376742,0000002C,false,Rx,0,8,1E,00,2F,52,00,21,00,80,
2381954,000000E0,false,Rx,0,8,00,00,00,08,01,00,00,44,
2386745,0000002C,false,Rx,0,8,1E,00,2F,52,10,BC,00,80,
2391956,000000E0,false,Rx,0,8,00,00,00,08,02,00,00,63,
